Date,Year,Month Number,DayNum,WeekNum,total,WeekDay
2018-01-24 00:00:00,2018,1,24,4,7.401000022888184,4
2018-01-25 00:00:00,2018,1,25,4,7.364000082015991,5
2018-01-26 00:00:00,2018,1,26,4,5.022999972105026,6
2018-01-27 00:00:00,2018,1,27,4,9.63400000333786,7
2018-01-28 00:00:00,2018,1,28,5,8.603000164031982,1
2018-01-29 00:00:00,2018,1,29,5,11.919999957084656,2
2018-01-30 00:00:00,2018,1,30,5,22.316000074148178,3
2018-01-31 00:00:00,2018,1,31,5,16.94899994134903,4
2018-02-01 00:00:00,2018,2,1,5,17.236999958753586,5
2018-02-02 00:00:00,2018,2,2,5,15.156000018119812,6
2018-02-03 00:00:00,2018,2,3,5,36.15600022673607,7
2018-02-04 00:00:00,2018,2,4,6,28.810000002384186,1
2018-02-05 00:00:00,2018,2,5,6,3.6980000138282776,2
2018-02-06 00:00:00,2018,2,6,6,3.571000039577484,3
2018-02-07 00:00:00,2018,2,7,6,10.235999882221222,4
2018-02-08 00:00:00,2018,2,8,6,13.584000051021576,5
2018-02-09 00:00:00,2018,2,9,6,18.96400013566017,6
2018-02-10 00:00:00,2018,2,10,6,34.855999648571014,7
2018-02-11 00:00:00,2018,2,11,7,7.284000068902969,1
2018-02-12 00:00:00,2018,2,12,7,7.431000113487244,2
2018-02-13 00:00:00,2018,2,13,7,10.127999782562256,3
2018-02-14 00:00:00,2018,2,14,7,8.56800001859665,4
2018-02-15 00:00:00,2018,2,15,7,10.37799996137619,5
2018-02-16 00:00:00,2018,2,16,7,25.137999773025513,6
2018-02-17 00:00:00,2018,2,17,7,21.805999726057053,7
2018-02-18 00:00:00,2018,2,18,8,6.0040000677108765,1
2018-02-19 00:00:00,2018,2,19,8,7.6230000257492065,2
2018-02-20 00:00:00,2018,2,20,8,17.579000174999237,3
2018-02-21 00:00:00,2018,2,21,8,19.584999918937683,4
2018-02-22 00:00:00,2018,2,22,8,14.700999975204468,5
2018-02-23 00:00:00,2018,2,23,8,12.39800015091896,6
2018-02-24 00:00:00,2018,2,24,8,16.462999999523163,7
2018-02-25 00:00:00,2018,2,25,9,8.887999951839447,1
2018-02-26 00:00:00,2018,2,26,9,0.996999979019165,2
2018-02-27 00:00:00,2018,2,27,9,21.244000017642975,3
2018-02-28 00:00:00,2018,2,28,9,13.095999926328659,4
2018-03-01 00:00:00,2018,3,1,9,7.135999917984009,5
2018-03-02 00:00:00,2018,3,2,9,5.265999913215637,6
2018-03-03 00:00:00,2018,3,3,9,22.154999792575836,7
2018-03-04 00:00:00,2018,3,4,10,1.8669999837875366,1
2018-03-05 00:00:00,2018,3,5,10,0,2
2018-03-06 00:00:00,2018,3,6,10,0,3
2018-03-07 00:00:00,2018,3,7,10,0,4
2018-03-08 00:00:00,2018,3,8,10,9.902000039815903,5
2018-03-09 00:00:00,2018,3,9,10,27.504999965429306,6
